episode,score,smoothed_score,completion,smoothed_completion,travel_time,average_travel_time,normalized_deadlocks,eps_start,"action_probs-[B, L, F, R, S]",n_eval_episodes,eval_score,eval_completion,eval_travel_time,eval_deadlocks
1900,-0.32142857142857145,-0.1758433032069747,0.42857142857142855,0.6368066814774725,55,55.85368421052632,0.0,0.01,[0.08761329 0.54682779 0.06042296 0.30513595 0.        ],25,-0.17985962617825935,0.6514285714285714,53.6,0.0
2000,0.0,-0.17741034934571542,1.0,0.6403967112357006,37,55.64,0.0,0.01,[0.04761905 0.83116883 0.07359307 0.04761905 0.        ],25,-0.18284028657442072,0.6114285714285714,50.04,0.0
2100,-0.1293800539083558,-0.17159277988151156,0.7142857142857143,0.6145661077388833,52,55.53190476190476,0.0,0.01,[0.03791469 0.37914692 0.17061611 0.4028436  0.00947867],25,-0.15588074627568502,0.68,54.36,0.0
2200,0.0,-0.16924624249689724,1.0,0.6353051519057183,53,55.501363636363635,0.0,0.01,[0.04417671 0.54216867 0.10843373 0.30522088 0.        ],25,-0.13163694360049455,0.7314285714285714,52.68,0.0
2300,-0.05929919137466307,-0.1602687101523725,0.7142857142857143,0.6617538249564785,52,55.39565217391304,0.0,0.01,[0.12658228 0.41772152 0.21940928 0.17721519 0.05907173],25,-0.14343389896320605,0.7028571428571427,54.12,0.0
2400,-0.24675324675324675,-0.15837929397181674,0.42857142857142855,0.6625250263110929,54,55.28958333333333,0.0,0.01,[0.00784314 0.55294118 0.14901961 0.28627451 0.00392157],25,-0.13659098360959226,0.6914285714285714,54.84,0.0
2500,-0.21957671957671956,-0.1475342412249696,0.5714285714285714,0.6711324272856979,53,55.244,0.0,0.01,[0.02884615 0.51442308 0.29326923 0.16346154 0.        ],25,-0.11847789225240975,0.7714285714285716,53.72,0.0
2600,-0.05513784461152882,-0.1525741710532078,0.8571428571428571,0.6683413180394211,56,55.112307692307695,0.0,0.01,[0.10638298 0.21808511 0.45212766 0.22340426 0.        ],25,-0.1333634371126905,0.7142857142857143,50.0,0.0
2700,0.0,-0.15634780682796914,1.0,0.657262068336178,38,54.93666666666667,0.0,0.01,[0.09589041 0.56621005 0.14155251 0.18721461 0.00913242],25,-0.19684299903137475,0.5485714285714285,54.36,0.0
2800,0.0,-0.14916844822045144,1.0,0.6700207774296941,49,54.8475,0.0,0.01,[0.04961832 0.5610687  0.13740458 0.2519084  0.        ],25,-0.14073151238532994,0.72,52.6,0.0
2900,0.0,-0.1488975414620234,1.0,0.683276436913123,44,54.75241379310345,0.0,0.01,[0.08300395 0.54545455 0.04743083 0.30434783 0.01976285],25,-0.15152348322093767,0.7085714285714285,54.48,0.0
3000,-0.45535714285714285,-0.16144514771535917,0.0,0.6614090613694472,47,54.68666666666667,0.0,0.01,[0.01083032 0.18050542 0.25270758 0.55234657 0.00361011],25,-0.17616756367253913,0.6285714285714286,53.96,0.0
3100,-0.012987012987012988,-0.1446209825992308,1.0,0.6997277753948774,53,54.60580645161291,0.0,0.01,[0.10548523 0.4556962  0.13924051 0.29535865 0.00421941],25,-0.13519568380223973,0.7028571428571427,51.84,0.0
3200,-0.05714285714285714,-0.1375142584433188,0.8571428571428571,0.7021665384214116,54,54.5259375,0.0,0.01,[0.07657658 0.38288288 0.33783784 0.2027027  0.        ],25,-0.12414495276009607,0.7314285714285714,53.64,0.0
3300,-0.10714285714285714,-0.14226400748145443,0.5714285714285714,0.6927875531548608,55,54.43333333333333,0.0,0.01,[0.01140684 0.2851711  0.4486692  0.25095057 0.00380228],25,-0.1071696349493644,0.76,50.88,0.0
3400,-0.3333333333333333,-0.14840782824568216,0.42857142857142855,0.6757257767122263,53,54.357058823529414,0.0,0.01,[0.02915452 0.50145773 0.09912536 0.37026239 0.        ],25,-0.13860920677074826,0.7085714285714286,54.2,0.0
3500,-0.2708333333333333,-0.12877333512698688,0.2857142857142857,0.731813086926364,47,54.24342857142857,0.0,0.01,[0.01574803 0.5984252  0.07086614 0.31496063 0.        ],25,-0.08796886342179379,0.8114285714285715,49.24,0.0
3600,-0.1724137931034483,-0.13285916958089042,0.7142857142857143,0.7126072834461818,86,54.16916666666667,0.0,0.01,[0.07977208 0.58404558 0.15099715 0.18233618 0.002849  ],25,-0.07775113968418675,0.84,45.28,0.0
3700,-0.1293800539083558,-0.1607247843648367,0.8571428571428571,0.6544036431511379,52,54.16054054054054,0.0,0.01,[0.07834101 0.41474654 0.04147465 0.46543779 0.        ],25,-0.1638179529291245,0.7085714285714286,52.12,0.0
3800,0.0,-0.1462919605045758,1.0,0.6745766898844253,41,54.11394736842105,0.0,0.01,[0.07964602 0.39823009 0.07964602 0.44247788 0.        ],25,-0.15743465136904825,0.6857142857142857,55.44,0.0
3900,0.0,-0.1293737549153263,1.0,0.7199455811658493,40,54.01358974358974,0.0,0.01,[0.05284553 0.68699187 0.08943089 0.17073171 0.        ],25,-0.11478322425151452,0.7714285714285716,53.0,0.0
4000,-0.22142857142857142,-0.13021498158679376,0.5714285714285714,0.7387692879052987,59,53.9945,0.0,0.01,[0.1122449  0.68707483 0.04081633 0.15986395 0.        ],25,-0.1254026546153002,0.76,50.04,0.0
