episode,score,smoothed_score,completion,smoothed_completion,travel_time,average_travel_time,normalized_deadlocks,eps_start,"action_probs-[B, L, F, R, S]",n_eval_episodes,eval_score,eval_completion,eval_travel_time,eval_deadlocks
1100,-0.16333333333333333,-0.3277381900908732,0.6,0.32660694293267584,149,128.00636363636363,0.0,0.01,[0.4        0.19148936 0.17163121 0.20283688 0.03404255],25,-0.32661479736811183,0.244,116.36,0.0
1200,-0.24027777777777778,-0.33236366212114704,0.6,0.3334874714344871,143,128.59166666666667,0.0,0.01,[0.19609967 0.29685807 0.30877573 0.19393283 0.00433369],25,-0.2719807027310914,0.444,134.2,0.0
1300,-0.4161849710982659,-0.3119578060648239,0.2,0.3586124644505854,172,128.68846153846152,0.0,0.01,[0.08339952 0.31771247 0.07545671 0.4725973  0.050834  ],25,-0.3594774873221826,0.09200000000000001,136.48,0.0
1400,-0.2702380952380952,-0.32813946440551367,0.3,0.3234357776773772,83,129.37571428571428,0.0,0.01,[0.5505279  0.12066365 0.08295626 0.23378582 0.01206637],25,-0.3763530735237093,0.084,139.6,0.0
1500,-0.3841726618705036,-0.3354396840646286,0.1,0.3037015002032638,138,128.99533333333332,0.0,0.01,[0.56223176 0.08755365 0.09613734 0.21030043 0.04377682],25,-0.2376982557970098,0.5,134.44,0.00015873015873015873
1600,-0.23194444444444445,-0.30322493938536627,0.4,0.37309169750130794,143,128.823125,0.0,0.01,[0.16129032 0.57358871 0.13508065 0.12197581 0.00806452],25,-0.2987559712667367,0.34,147.2,0.0
1700,-0.2786764705882353,-0.29623899984515817,0.2,0.3723111535991327,135,128.50882352941176,0.0,0.01,[0.47253886 0.32331606 0.05181347 0.1357513  0.01658031],25,-0.2769748866952655,0.34,127.68,0.0
1800,-0.32280701754385965,-0.3032233852451199,0.4,0.3901059966729369,113,128.46,0.0,0.01,[0.02882206 0.60025063 0.10526316 0.12406015 0.14160401],25,-0.4067497438232695,0.04800000000000001,128.96,0.0
1900,-0.43597122302158275,-0.2938627610608947,0.2,0.40406786015629625,138,128.52052631578948,0.0,0.01,[0.0532491  0.55685921 0.10379061 0.17238267 0.11371841],25,-0.29613948493199227,0.34,130.88,0.0
2000,-0.2083916083916084,-0.29094258795707234,0.5,0.3960455279232154,142,128.472,0.0,0.01,[0.40770252 0.24568393 0.18857902 0.09960159 0.05843293],25,-0.22784742146656123,0.512,129.2,0.0
2100,-0.23809523809523808,-0.2732181197083135,0.3,0.43506492195305896,125,128.26,0.0,0.01,[0.22567568 0.37162162 0.06081081 0.33513514 0.00675676],25,-0.27327328170621595,0.4040000000000001,123.36,0.0
2200,-0.360377358490566,-0.28095850800169414,0.3,0.4360921118812842,158,128.0909090909091,0.0,0.01,[0.03186908 0.1335056  0.07062877 0.76141258 0.00258398],25,-0.24023467471785637,0.456,140.0,0.0
2300,-0.3103448275862069,-0.27005005464547477,0.3,0.45053420123777027,173,128.2108695652174,0.0,0.01,[0.35594714 0.02819383 0.0907489  0.47577093 0.04933921],25,-0.3679630302447299,0.11599999999999999,133.8,0.0
2400,-0.42727272727272725,-0.26998732800769776,0.0,0.45231094405480565,109,128.23125,0.0,0.01,[0.0052356  0.76963351 0.13193717 0.02617801 0.06701571],25,-0.3290663538941865,0.332,123.68,0.0
2500,-0.2273972602739726,-0.25437881615810376,0.3,0.47023724740306716,72,127.9664,0.0,0.01,[0.15254237 0.15819209 0.09227872 0.52730697 0.06967985],25,-0.2330643850925012,0.532,140.08,0.0
2600,-0.39444444444444443,-0.2729251644245986,0.4,0.44372844580904974,71,128.01846153846154,0.0,0.01,[0.44252874 0.03831418 0.21264368 0.3045977  0.00191571],25,-0.28930728991852456,0.38800000000000007,145.32,0.0
2700,-0.06069651741293532,-0.2871164711735121,0.7,0.43151912820235866,200,128.27666666666667,0.0,0.01,[0.1092545  0.14395887 0.23136247 0.4151671  0.10025707],25,-0.2564237985425313,0.452,123.68,0.0
2800,-0.19888268156424582,-0.2776405157783198,0.8,0.4309716669686366,178,128.36392857142857,0.0,0.01,[0.11301045 0.09021842 0.28110161 0.38936372 0.12630579],25,-0.3716951167102649,0.14,119.28,0.0
2900,-0.16063829787234044,-0.266418525114428,0.4,0.44186824201087166,93,128.50931034482758,0.0,0.01,[0.01525424 0.2220339  0.39491525 0.26101695 0.10677966],25,-0.28490814367338546,0.44000000000000006,110.88,0.0
3000,-0.21875,-0.2640601159081926,0.3,0.45688136705979576,223,128.62666666666667,0.0,0.01,[0.1866417  0.2659176  0.18601748 0.15230961 0.20911361],25,-0.3520088601740398,0.064,138.64,0.0
3100,-0.46645962732919255,-0.26253917803554155,0.2,0.44691165812642747,160,129.07225806451612,0.0,0.01,[0.32127476 0.09302326 0.16881998 0.14039621 0.27648579],25,-0.3351788433679584,0.192,138.52,0.0
3200,-0.41724137931034483,-0.29754205904137304,0.3,0.3943375988511424,86,129.0721875,0.0,0.01,[0.52560241 0.24096386 0.14909639 0.07379518 0.01054217],25,-0.32404393146212906,0.35200000000000004,140.28,0.0
3300,-0.4733668341708543,-0.3092706637036716,0.0,0.37132824529225744,198,129.05424242424243,0.0,0.01,[0.06388362 0.15939279 0.01201771 0.02593295 0.73877293],25,-0.4115964980321421,0.0,120.8,0.0
3400,-0.34714285714285714,-0.3088199131303307,0.2,0.36846388572951344,139,129.08676470588236,0.0,0.01,[0.42742654 0.16740873 0.23330365 0.13178985 0.04007124],25,-0.35781507740885327,0.16,141.56,0.0
3500,-0.35246913580246914,-0.27413766195313616,0.4,0.4284820632285519,161,129.09114285714287,0.0,0.01,[0.31792376 0.41524736 0.05352798 0.10624493 0.10705596],25,-0.3324913427631115,0.296,125.72,0.0
3600,-0.36758620689655175,-0.26867284668244285,0.1,0.44105002724142467,144,129.2877777777778,0.0,0.01,[0.2436019  0.03791469 0.09099526 0.22938389 0.39810427],25,-0.37705506875650163,0.10800000000000001,130.88,0.0
3700,-0.35444444444444445,-0.29663003142711847,0.2,0.3855614928612154,89,129.18297297297298,0.0,0.01,[0.75578035 0.03612717 0.10115607 0.01734104 0.08959538],25,-0.3481538498729144,0.16,135.84,0.0
3800,-0.3855072463768116,-0.3082008920811717,0.0,0.37090715196996665,68,129.17947368421054,0.0,0.01,[0.91076923 0.00615385 0.02153846 0.05846154 0.00307692],25,-0.36292227411568917,0.08800000000000001,129.64,0.0
3900,-0.30317460317460315,-0.2778092129784727,0.2,0.4359876772059196,125,128.9671794871795,0.0,0.01,[0.32630411 0.32297447 0.22197558 0.09988901 0.02885683],25,-0.2438110587464336,0.46799999999999997,123.92,0.0
4000,-0.05185185185185185,-0.2878360911979545,0.8,0.3963603156383988,80,128.96125,0.0,0.01,[0.32438479 0.02684564 0.26174497 0.3803132  0.00671141],25,-0.35354443122758644,0.096,131.64,0.0
